epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,134.577,3.44785,5.28681,3.72883,0.0029,0.02904,0.0044,0.00064,3.20296,4.82635,3.71189,7.59994e-05,7.59994e-05,7.59994e-05
75,136.371,3.32988,5.21711,3.71925,0.00197,0.02907,0.00196,0.00039,3.20625,4.81285,3.70856,7.54103e-05,7.54103e-05,7.54103e-05
76,138.273,3.34426,5.23713,3.71255,0.0042,0.02924,0.00312,0.00077,3.19868,4.80275,3.69863,7.48213e-05,7.48213e-05,7.48213e-05
77,140.043,3.31054,5.17697,3.67771,0.00331,0.03047,0.00302,0.00093,3.20343,4.78929,3.69654,7.42322e-05,7.42322e-05,7.42322e-05
78,141.83,3.2391,5.27998,3.75274,0.00379,0.02732,0.00302,0.00121,3.1992,4.78679,3.6935,7.36432e-05,7.36432e-05,7.36432e-05
79,143.597,3.3358,5.2856,3.70051,0.00252,0.03013,0.00243,0.00074,3.18947,4.78409,3.69443,7.30541e-05,7.30541e-05,7.30541e-05
80,145.441,3.34223,5.25571,3.7166,0.00243,0.03248,0.00297,0.00108,3.17574,4.77252,3.69022,7.24651e-05,7.24651e-05,7.24651e-05
81,147.268,3.31626,5.2209,3.7016,0.63592,0.00399,0.00329,0.00105,3.16077,4.7631,3.6746,7.1876e-05,7.1876e-05,7.1876e-05
82,149.117,3.23764,5.27154,3.72373,0.00339,0.04297,0.00384,0.00093,3.15433,4.76301,3.66441,7.12869e-05,7.12869e-05,7.12869e-05
83,150.97,3.29815,5.26712,3.7073,0.00279,0.03579,0.00337,0.00079,3.14597,4.74503,3.65438,7.06979e-05,7.06979e-05,7.06979e-05
84,152.83,3.3453,5.1962,3.67118,0.00382,0.03878,0.00437,0.00114,3.15063,4.73755,3.6481,7.01088e-05,7.01088e-05,7.01088e-05
85,154.622,3.27309,5.26649,3.68707,0.00323,0.04501,0.00503,0.00119,3.15788,4.73401,3.64617,6.95198e-05,6.95198e-05,6.95198e-05
