epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,596.424,0.42803,0.3938,1.17011,0.96889,0.89847,0.95259,0.88511,0.47036,0.44153,1.2065,0.00046144,0.00046144,0.00046144
138,600.765,0.48071,0.4049,1.1917,0.96716,0.89919,0.9575,0.88661,0.49676,0.45505,1.22785,0.00045748,0.00045748,0.00045748
139,605.062,0.44817,0.40279,1.15749,0.96654,0.89645,0.96052,0.89671,0.48009,0.44683,1.21669,0.00045352,0.00045352,0.00045352
140,609.401,0.45807,0.40857,1.16335,0.98317,0.88696,0.96541,0.89476,0.48234,0.45956,1.2089,0.00044956,0.00044956,0.00044956
141,613.648,0.4798,0.44327,1.25868,0.97844,0.88448,0.9655,0.88315,0.5075,0.47252,1.23483,0.0004456,0.0004456,0.0004456
142,617.962,0.45772,0.42886,1.19868,0.97614,0.88674,0.96301,0.8908,0.48669,0.43974,1.2235,0.00044164,0.00044164,0.00044164
143,622.248,0.48803,0.42386,1.18957,0.97588,0.89694,0.96771,0.90153,0.48494,0.42582,1.21937,0.00043768,0.00043768,0.00043768
144,626.56,0.47724,0.41404,1.18529,0.97156,0.89877,0.97213,0.88896,0.50894,0.42802,1.23656,0.00043372,0.00043372,0.00043372
145,630.924,0.43454,0.38036,1.15524,0.97271,0.90182,0.97254,0.88871,0.50504,0.42746,1.24119,0.00042976,0.00042976,0.00042976
146,635.247,0.46221,0.40193,1.17297,0.96802,0.91151,0.96378,0.888,0.48729,0.42495,1.24468,0.0004258,0.0004258,0.0004258
147,639.556,0.47237,0.40994,1.23066,0.96056,0.91574,0.96251,0.88858,0.48918,0.43206,1.23444,0.00042184,0.00042184,0.00042184
148,643.899,0.45355,0.40018,1.18676,0.96167,0.91032,0.95463,0.89201,0.4818,0.43257,1.24036,0.00041788,0.00041788,0.00041788
149,648.221,0.44721,0.39799,1.17667,0.96388,0.89647,0.95991,0.89139,0.48546,0.4516,1.2369,0.00041392,0.00041392,0.00041392
150,652.559,0.43007,0.39603,1.14723,0.95849,0.87244,0.95098,0.87753,0.49741,0.46173,1.23725,0.00040996,0.00040996,0.00040996
151,656.906,0.47873,0.43222,1.2329,0.96741,0.90721,0.96185,0.88528,0.47263,0.42877,1.21662,0.000406,0.000406,0.000406
152,661.232,0.45708,0.40739,1.15385,0.97784,0.90428,0.96533,0.89152,0.48468,0.42354,1.20869,0.00040204,0.00040204,0.00040204
153,665.569,0.43159,0.37707,1.16226,0.97348,0.89129,0.9649,0.8892,0.48384,0.42111,1.21162,0.00039808,0.00039808,0.00039808
154,669.95,0.4513,0.37275,1.17469,0.95941,0.90655,0.96111,0.88962,0.46785,0.41585,1.21261,0.00039412,0.00039412,0.00039412
155,674.289,0.45689,0.41244,1.17863,0.94471,0.91716,0.96301,0.88803,0.4794,0.41351,1.21255,0.00039016,0.00039016,0.00039016
156,678.589,0.42719,0.386,1.17683,0.97718,0.90546,0.96878,0.89345,0.48733,0.41077,1.2361,0.0003862,0.0003862,0.0003862
157,682.904,0.44102,0.39125,1.17886,0.97866,0.89773,0.9677,0.88783,0.49915,0.43174,1.24061,0.00038224,0.00038224,0.00038224
158,687.203,0.42676,0.37688,1.14319,0.9817,0.88086,0.96341,0.89815,0.48493,0.45087,1.22009,0.00037828,0.00037828,0.00037828
159,691.473,0.4554,0.40449,1.20872,0.97893,0.88184,0.95846,0.89121,0.48632,0.46383,1.22889,0.00037432,0.00037432,0.00037432
160,695.801,0.45179,0.38789,1.20929,0.97844,0.88696,0.95932,0.8883,0.50959,0.46589,1.23949,0.00037036,0.00037036,0.00037036
161,700.076,0.42984,0.37611,1.15825,0.97796,0.88696,0.96147,0.89598,0.48697,0.44467,1.22462,0.0003664,0.0003664,0.0003664
162,704.414,0.45161,0.37688,1.2248,0.96632,0.88591,0.9628,0.89376,0.48562,0.43562,1.21051,0.00036244,0.00036244,0.00036244
163,708.707,0.42876,0.38191,1.18664,0.96651,0.88913,0.96316,0.89704,0.48122,0.44041,1.24077,0.00035848,0.00035848,0.00035848
164,713.034,0.42113,0.37993,1.15039,0.97641,0.89334,0.96515,0.90016,0.48165,0.44241,1.24577,0.00035452,0.00035452,0.00035452
165,717.311,0.42071,0.3673,1.15807,0.98363,0.89418,0.96452,0.89469,0.49125,0.45369,1.24264,0.00035056,0.00035056,0.00035056
166,721.637,0.43749,0.38044,1.18087,0.98397,0.8909,0.96336,0.9011,0.4774,0.46139,1.2394,0.0003466,0.0003466,0.0003466
167,725.932,0.44712,0.3954,1.16322,0.97263,0.88262,0.96044,0.88524,0.49743,0.45269,1.23798,0.00034264,0.00034264,0.00034264
168,730.285,0.45131,0.41109,1.22077,0.98515,0.89288,0.96755,0.89768,0.4775,0.40867,1.23207,0.00033868,0.00033868,0.00033868
169,734.6,0.44081,0.39223,1.17683,0.98126,0.89848,0.96563,0.88751,0.48856,0.39987,1.21978,0.00033472,0.00033472,0.00033472
170,738.96,0.41522,0.3763,1.12512,0.97573,0.89857,0.9687,0.89443,0.47395,0.39945,1.21031,0.00033076,0.00033076,0.00033076
171,743.244,0.45127,0.40897,1.19579,0.96951,0.87097,0.96644,0.88886,0.48824,0.43571,1.23422,0.0003268,0.0003268,0.0003268
172,747.597,0.40859,0.35959,1.15363,0.97349,0.84659,0.95414,0.87508,0.50831,0.46531,1.25407,0.00032284,0.00032284,0.00032284
173,751.888,0.44431,0.41488,1.19645,0.95757,0.82859,0.95295,0.87828,0.49273,0.46017,1.23661,0.00031888,0.00031888,0.00031888
174,756.257,0.39725,0.35395,1.13846,0.95519,0.87585,0.96078,0.88421,0.49378,0.46624,1.22505,0.00031492,0.00031492,0.00031492
175,760.581,0.41516,0.36582,1.13551,0.96086,0.88696,0.95846,0.89033,0.48316,0.49349,1.22952,0.00031096,0.00031096,0.00031096
176,764.877,0.40984,0.36876,1.15822,0.94209,0.88696,0.95099,0.879,0.49384,0.50723,1.2339,0.000307,0.000307,0.000307
177,769.164,0.41426,0.38144,1.1686,0.93503,0.8927,0.94452,0.87482,0.48509,0.49107,1.23625,0.00030304,0.00030304,0.00030304
178,773.56,0.39397,0.35516,1.12368,0.91778,0.90464,0.94587,0.86927,0.50108,0.48402,1.24925,0.00029908,0.00029908,0.00029908
179,777.833,0.39984,0.34996,1.13474,0.9519,0.88923,0.94621,0.87687,0.48018,0.46086,1.24216,0.00029512,0.00029512,0.00029512
180,782.194,0.43283,0.36764,1.1549,0.91965,0.9203,0.94664,0.88036,0.47354,0.45186,1.2247,0.00029116,0.00029116,0.00029116
181,786.514,0.42786,0.38644,1.17523,0.91912,0.9203,0.94781,0.88267,0.4795,0.44786,1.22912,0.0002872,0.0002872,0.0002872
